夂	3620589.0
頁	3610159.0
木	2062865.0
公	1998263.0
止	1997032.0
八	1990752.0
巳	1988691.0
冫	1986834.0
口	164178.0
人	137023.0
水	75947.0
心	63262.0
一	58752.0
言	56520.0
辵	54563.0
土	51022.0
宀	50781.0
日	50294.0
白	49719.0
月	45750.0
扌	44085.0
女	41903.0
糸	40980.0
刀	40207.0
幺	39870.0
寸	38605.0
目	38212.0
子	36203.0
艸	35732.0
又	34875.0
勺	33920.0
貝	33319.0
隹	32797.0
攴	32732.0
廾	32560.0
行	32261.0
大	31324.0
門	29938.0
圍	28319.0
火	27687.0
𠂇	26821.0
力	26553.0
王	25377.0
不	25340.0
之	25312.0
也	24986.0
戈	24316.0
冂	24139.0
我	22563.0
禾	22421.0
是	21678.0
儿	21288.0
田	20100.0
車	19717.0
了	19637.0
卩	19618.0
生	19091.0
見	18175.0
工	18057.0
犬	17673.0
牛	17366.0
至	17197.0
阜	17138.0
可	16843.0
斤	16807.0
小	16445.0
广	16018.0
示	15761.0
厂	15378.0
辛	15365.0
㠯	15356.0
羊	14994.0
衤	14951.0
邑	14455.0
古	14388.0
耳	14303.0
爻	14242.0
竹	14232.0
才	14228.0
西	13837.0
者	13687.0
十	13626.0
方	13226.0
屮	13079.0
豆	12987.0
三	12962.0
爪	12718.0
亼	12407.0
重	12397.0
己	12378.0
巾	12076.0
金	12042.0
音	11934.0
出	11891.0
里	11839.0
肉	11790.0
殳	11670.0
來	11586.0
手	11581.0
正	11416.0
尚	11318.0
豕	11252.0
勹	11038.0
彡	11017.0
从	10936.0
米	10841.0
匕	10816.0
二	10628.0
穴	10622.0
中	10455.0
青	10172.0
欠	10144.0
京	10048.0
去	10016.0
走	9964.0
矢	9928.0
馬	9829.0
雨	9786.0
䒑	9770.0
食	9766.0
自	9729.0
山	9671.0
尸	9614.0
弓	9499.0
网	9337.0
上	9211.0
長	9147.0
丿	9026.0
聿	8977.0
𠂊	8892.0
足	8736.0
戶	8732.0
成	8728.0
癶	8570.0
其	8557.0
业	8539.0
虫	8472.0
丰	8020.0
回	7969.0
艮	7932.0
巛	7883.0
𡈼	7840.0
石	7811.0
高	7782.0
夕	7727.0
主	7520.0
立	7370.0
會	7313.0
巠	7260.0
能	7226.0
申	7163.0
天	7109.0
乍	7019.0
用	7002.0
虎	6927.0
爲	6897.0
文	6773.0
臼	6632.0
卜	6570.0
衣	6522.0
麻	6519.0
咼	6496.0
